Candidate,Party,Type,Date,Title,Speech
John Kasich,R,p,"August 7, 2015",Press Release - National Journal: John Kasich Is Stealing Jeb Bush's Thunder,"National Journal  August 7, 2015By Josh Kraushaar""At the inaugural GOP presidential debate, a swing-state governor with a record of reforms and a message of economic mobility made his mark. Entering the debate stage to loud applause, the experienced GOP executive touted his brand of compassionate conservatism. He disarmed skeptics of his free-wheeling speaking style, coming prepared with crisp talking points advocating his governing record.That governor wasn't former Florida Gov. Jeb Bush. It was current Ohio Gov. John Kasich.""Kasich is killing it. Hopeful. Uplifting. Optimistic. And he has an appeal to those who think the GOP doesn't care,"" tweeted Ari Fleischer, former spokesman for George W. Bush.If there's one immediate consequence of the hyped first Republican presidential debate, it's that millions of American viewers will be learning about many GOP candidates after knowing little about them beforehand. And one of those lesser-known but highly-accomplished candidates is Kasich, the two-term governor of the politically-pivotal battleground state.""Read the entire article here."
John Kasich,R,p,"August 7, 2015",Press Release - Wall Street Journal: John Kasich's Standout Performance in GOP Debate,"The Wall Street Journal  August 7, 2015By Linda Killian""The crowd favorite Thursday was Ohio Gov. John Kasich, who got into the race less than a month ago. His solid performance included offering one of the most cohesive visions articulated for what he thinks needs to be done in this country and why he wants to be president.""Read the entire article here."
John Kasich,R,p,"August 8, 2015",Press Release - VIDEOS: Watch Highlights from the Cleveland #GOPDebate,"Kasich: ""Together, We Can Lift America""Kasich: ""The American Dream is for Everyone"""
John Kasich,R,p,"August 12, 2015",Press Release - Endorsement: National & N.H. GOP Leader Tom Rath Endorses Gov. John Kasich for President,"NATIONAL & NEW HAMPSHIRE GOP LEADER TOM RATH THINKS JOHN KASICH SHOULD BE THE NEXT PRESIDENT OF THE UNITED STATESFormer National Adviser to Presidential Campaigns of President George W. Bush, Mitt Romney, Bob Dole and others endorses Kasich and joins the teamToday Former New Hampshire Attorney General Tom Rath endorsed Ohio Governor John Kasich for President. Rath will serve as a senior national adviser and as co-Chair of the New Hampshire campaign. Rath served as a national adviser to the presidential campaigns of President George W. Bush, Mitt Romney, Bob Dole, Lamar Alexander and Howard Baker.""Our country needs Governor Kasich,"" said Rath. ""He has a proven track record of balancing the federal budget, reforming our military and turning around one of our nation's largest states. Beyond his accomplishments, Governor Kasich governs in a way that includes everyone. He is sending our country the message that everyone deserves a chance, everyone deserves a voice, and he will help give it to them. That's a powerful message in New Hampshire and the right one for our nation.""In addition to serving as New Hampshire Attorney General and in the leadership of countless presidential campaigns, Rath served as New Hampshire's RNC Committeeman from 1996-2000 and 2002-2007. He has been a delegate at the last eight Republican National Conventions. Rath was also a presidential appointee of President George H.W. Bush and worked on the successful confirmation of a U.S. Supreme Court Justice. He also chaired the campaigns of New Hampshire U.S. Senators Warren Rudman and Judd Gregg.""We're thrilled to have Tom join our team,"" said Senator John Sununu, Kasich's New Hampshire campaign chair. ""His expertise nationally and in New Hampshire will help our campaign build on the momentum we've established in New Hampshire and after the first debate. It's an honor to be working with Tom on behalf of Governor Kasich. He and other outstanding leaders will help guide us in the months ahead in New Hampshire and nationally."""
John Kasich,R,p,"August 13, 2015",Press Release - ICYMI: Boston Globe: John Kasich Shows Momentum in New Hampshire,"ICYMI: Boston Globe: John Kasich shows momentum in New HampshireBoston GlobeBy: James PindellAfter a standout performance in last week's presidential debate, Kasich saw crowds swell at his town hall meetings on Tuesday and Wednesday in the state.""I just think that John Kasich is earning it,"" said former US representative Charlie Bass of New Hampshire, who served with Kasich in the US House and has yet to endorse a presidential candidate. ""He is talking substantively and taking positions on education, drug abuse, and taxes and that are in line with middle-class concerns.""New Hampshire Republican strategists said Kasich is surging for two reasons. First, his operation recently spent significant funds in the state  $4 million on television advertisements, according to a spokeswoman for Kasich's super PAC. During this time, only Christie's super PAC was on the air, spending $1.1 million on its advertisement buy, according to its spokesman...In the last week, he picked up high-profile endorsements from former state attorney general Tom Rath, New Hampshire House majority leader Jack Flanagan, and Belknap County Sheriff Craig Wiggin.Read more here."
John Kasich,R,p,"August 13, 2015","Press Release - ICYMI: New York Times: John Kasich's Quiet, No-Nonsense Style Wins Supporters in New Hampshire","ICYMI: New York Times: John Kasich's Quiet, No-Nonsense Style Wins Supporters in New HampshireNew York TimesBy Jonathan MartinAt a moment when many of his Republican rivals are vying to criticize President Obama and Mrs. Clinton most sharply and to position themselves as the most ideologically pure candidates in the field, Mr. Kasich is taking the opposite approach. And it is paying off  at least in this quirky but crucial state where answers to questions about transportation funding can become applause lines, ""Lake Wobegon"" references get knowing laughs and Republicans can grow animated about their disdain for negative advertising.Just a month after entering the race, Mr. Kasich is rising in the polls in New Hampshire, winning head-turning endorsements and drawing new voters to his events who were impressed with his debate performance last week. And his gains could have a significant ripple effect on the Republican primary in this state and beyond, because he is appealing to many of the same voters that former Gov. Jeb Bush of Florida and Gov. Chris Christie of New Jersey are targeting...Yet nearly $4 million in TV ads here by his ""super PAC,"" and Mr. Kasich's debate performance, have given him an opening in the state. Voters at his meetings talked repeatedly of both.""He was the only one I thought looked presidential,"" said Linda Rutter of Derry. ""He answered the questions, stayed calm and kind of looked like he could run the country.""Read more here."
John Kasich,R,p,"August 13, 2015",Press Release - ICYMI: Politico: Kasich Putting the Squeeze on Jeb,"ICYMI: Politico: Kasich Putting the Squeeze on JebThe Ohio governor is surging in New Hampshire, and the Bush world is showing signs it's nervous.PoliticoBy: Kyle CheneyThere's a fresh face in New Hampshire and his name is John Kasich...In just a few weeks, things aren't looking bad  he squeaked into the prime-time debate last Thursday and delivered a solid performance, he scored the clutch endorsement this week of Tom Rath, a prominent New Hampshire GOP operative, and that double-digit gap between Kasich and Bush? Gone, with the two establishment Republicans now in a statistical tie, according to a New Hampshire poll released on Tuesday.The ""why"" around the Kasich bid has turned into ""wow,"" for now. One influential New Hampshire activist, Renee Plummer, told POLITICO that if Kasich were portrayed by Hollywood, he'd be played by Jimmy Stewart or Gary Cooper. ""He's just that kind of guy,"" she said...Butt Kasich's campaign emphasizes that he's already earning more support now that Sen. John McCain did at this point in the 2008 campaign, when he went on to win the nomination. They note that he earned the endorsement of former Sen. John Sununu, a prominent New Hampshire Republican and that he's filling up town halls. He's beginning to add other early voting states to his itinerary, too. He plans to visit South Carolina Monday and the Iowa State Fair on Tuesday...""Great ads, great debate performance and great endorsements  his rise in NH is definitely real!"" emailed Deb Vanderbeek, a veteran New Hampshire Republican operative.Read more here."
John Kasich,R,p,"August 17, 2015",Press Release - Endorsement: Alabama Governor Robert Bentley Endorses Gov. John Kasich,"Statement from Alabama Gov. Robert Bentley: ""John Kasich's success in putting conservative ideas to work in Ohiocutting taxes $5 billion, turning an $8 billion shortfall into a $2 billion surplus, and creating 350,000 new jobsare all strengths he will have as President....With his record as governor and his two decades on the House Armed Services Committee working with leaders like President Reagan to strengthen our military, end the Cold War and revamp the Pentagon, John Kasich is a leader whose readiness to lead our nation on his first day in the Oval Office is unmatched. America needs John Kasich""What They're Saying:New York Times: ""For Mr. Kasich, who is seen as a moderate in the Republican Party's rambunctious field of candidates, the support of a governor from one of the country's most conservative states could be a big help....With Mr. Bentley's backing, Mr. Kasich is showing that his appeal may be broader than some analysts anticipated.""Washington Post: ""Ohio Gov. John Kasich, who is campaigning for the Republican presidential nomination with a unique message of compassionate conservatism and cultural inclusion, will pick up a head-turning endorsementMonday in the Bible Belt...With Bentley's backing, Kasich hopes to show that his message can appeal across the Republican spectrum  from the Midwest, where he has been a popular governor, to New England, where he is rising in the New Hampshire polls and now to the South.""Christian Science Monitor: ""An endorsement from a Southern conservative such as Governor Bentley could help propel Kasich and his unique message  until now focused on making a mark in New Hampshire, the first primary state  to a broader Republican bloc.""Wall Street Journal: ""The Southern conservative's endorsement, to be announced at a Monday morning news conference in Birmingham, is a sign that the Kasich campaign hopes to cultivate broader national appeal even though his initial strategy focuses on a strong showing in the first primary state, New Hampshire.""AL.com:  ""Bentley becomes the first Deep South Republican to endorse Kasich, a move some in the Heart of Dixie are sure to find surprising given the general perception Kasich is thought to be a moderate Republican on a number of issues compared to many of the other 17 Republicans in the field.Bentley said he decided to endorse for several important reasons chief among them that he thinks Kasich is the most experienced Republican running and is a Republican who can win....Bentley called Kasich the most qualified Republican running. He said Kasich's years in Congress where he was head of the powerful House and Ways Committee at a time when the nation balanced the budget and his years as governor of a large state given him a depth of experience no other candidate has."""
John Kasich,R,p,"August 18, 2015",Press Release - Gov. John Kasich Signs Paperwork to Appear on the South Carolina Primary Ballot,"Earlier this week, Gov. John Kasich was in South Carolina to sign paperwork to appear on the S.C. primary ballot. It's official! #Kasich4Us"
John Kasich,R,p,"August 18, 2015",Press Release - Politico: John Kasich Positions Himself as a Frugal Hawk,"ICYMI: Politico: John Kasich positions himself as a frugal hawkThroughout his career, he has straddled being tough on defense with being tough on spending.By Daniel StraussPOLITICOKasich, in an op-ed for CNN, mentioned being on the House Armed Services Committee for 18 years, but also sought to re-frame his reputation as a budget hardliner as another form of national security experience.Reagan, he said, saw the ""link between a strong economy and strong national security""  and today that means ""taking on America's $18 trillion debt and $463 billion deficit  the two greatest barriers to the economic growth.""""The next president must know how to balance budgets and keep them balanced, because it is the first thing we must do to keep America safe,"" he wrote....Kasich throughout his career has straddled being tough on defense with being tough on spending. About two decades ago, for instance, he resisted a push to increase funding to purchase more B-2 bombers constructed by Northrop Grumman. Kasich, at the time, argued that there were ""enormous savings"" to be had by overhauling the Department of Defense.On Sunday Kasich, who in November 2002 voiced clear support for going to war with Iraq, said that with the information available today he would not ""have committed ourselves to Iraq."" In February of this year, as Kasich was gearing up to jump into the presidential race, he also suggested that fighting the Islamic State likely meant a coalition of countries working together and ""ultimately some boots on the ground to stop the advancement of that group.""At Monday night's forum, Kasich positioned himself as a thrifty national security hawk.""We have about 10 carriers now, my goal would be to get closer to 15. And you've got to have the ability to project power when you get there,"" Kasich said, before immediately circling back to the budget.""I don't know as much about budgets as some people,"" he said somewhat sarcastically. ""I've only written 16 of them. And so it's all about priorities. It's all about making sure you get the most you can out of the government that you have.""Kasich also reiterated that the U.S. would probably need ground troops to defeat the Islamic State, praised New York Sen. Chuck Schumer's opposition to President Obama's Iran deal, and called Edward Snowden a ""traitor"" for releasing information on the government's wiretapping program.Read more here."
John Kasich,R,p,"August 19, 2015",Press Release - Des Moines Register: Kasich Calls for Uniting America in State Fair Speech,"Kasich Calls for Uniting America in State Fair SpeechThe Des Moines Register, Aug. 18, 2015By William PetroskiOhio Gov. John Kasich painted a portrait of himself as an independent leader who would strive to bring Americans together in remarks at the Iowa State Fair Tuesday.""There is too much anger in America today. Too much division,"" the Republican presidential candidate told an overflow audience at the Horner Service Center. His speech was moved indoors because of heavy rainstorms that struck the Des Moines area.The nation needs a strong leader, Kasich said, someone who can set a tone and unite the people. But government can't fix the nation's problems alone, he emphasized, explaining the public must also accept personal responsibility by mentoring young people, asking young people not to do drugs, and other initiatives, he said.Similarly, one political party shouldn't be relied upon to reform government entitlement programs, address immigration and other controversial policy issues, the governor added.""Above all, we are all Americans,"" he emphasized.Read more here."
John Kasich,R,p,"August 19, 2015",Press Release - CNN Guest Column: John Kasich: How to Make America Secure,"CNN  August 17, 2015No realistic look at the world today will leave us feeling good about America's security.Terrorism is increasingly striking here at home. Regional powers are challenging the postwar security order. Nuclear weapons are proliferating. Cyberspace has become a battlefield. The U.S. has neglected both our military and our alliances and has apparently decided, instead, to try to lead from behind.America urgently needs vision, stronger policies and the means to implement them to restore our nation's international standing and leadership.The economy is the forgotten starting point for this discussion.In my 18 years as a member of the House Armed Services Committee, I never met a president who understood the link between a strong economy and strong national security better than Ronald Reagan. He was relentless in pursuing economic growth because he knew it would allow us to rebuild our military and win the Cold War. Putting Reagan's wisdom to work today means taking on America's $18 trillion debt and $463 billion deficit  the two greatest barriers to the economic growth it takes to keep us safe.That is why I support a constitutional amendment requiring a balanced federal budget. When Washington takes up less space in the economy, job creators have more room to thrive. As chairman of the House Budget Committee, I led the last successful effort to balance the federal budget, and as governor of Ohio, I closed an $8 billion budget shortfall without increasing taxes. The next president must know how to balance budgets and keep them balanced, because it is the first thing we must do to keep America safe.Our second priority must be renewing our Navy. Other services have legitimate needs too, but reinvigorating the Navy's ability to project power globally is critical to defending and advancing American interests, including ensuring the free flow of global commerce.Those who mistakenly think they can deny access to a corner of the world  particularly in the Western Pacific and Persian Gulf  need another visit from a carrier battle group to remind them that the global commons are, in fact, just that: the world's shared real estate.The other global commons in need of defense are cyberspace. We need new tools and strategies to make cyberspace safe for commerce and the peaceful exchange of news and information.Even with a stronger military, there is always greater safety in numbers. America's relationships with our allies are the backbone of our security because they are political and military force-multipliers. They have been neglected, and America and the world have become less safe as a result.Renewing our alliances takes respectful engagement, integrating allied needs as we strengthen our military  ensuring that all parties pull their own weight  and candor and discretion. Such alliance cohesion is key: Airing our differences in public  as the Obama administration has done recently in its well-publicized tensions with Israeli Prime Minister Benjamin Netanyahu  only emboldens our enemies.Any action that America takes, or suggests, is more effective if it is reinforced by a stronger military and renewed alliances. With these shored-up alliances, a stronger presence in the Western Pacific, a more aggressive allied stance toward Russia, and decisive allied action to eradicate ISIS would all produce better outcomes, as well as give potential future disruptive actors more pause for thought.Making the policy changes that secure our country cannot and should not be done by one party alone. If we want a safer country, we first need the courage to cooperate in our own Capitol and with those who share our fundamental values.In my nearly two decades on the House Armed Services Committee, my Democratic and Republican colleagues repeatedly worked together on tough issues like reforming military procurement and streamlining the defense bureaucracy so our troops would have the resources to defend our country. We can and must find a way to come together again so America can be safe.The changes I am proposing are admittedly big  unleashing the economy, strengthening our military and alliances, engaging our adversaries and, if all else fails, being more willing to project force decisively  but I am confident we can do it, because America's national security transcends partisanship.America's power has always been its people, so we should use that power to keep our people safe. Our willingness to strive together, sacrifice together, and serve one another are our essential strengths. To keep us safe and restore American standing and leadership, we must come together again and forge a new consensus around a realistic and sustainable vision for our future national security and the tools with which to implement it.Read the original column here."
John Kasich,R,p,"August 19, 2015",Press Release - Endorsements: N.H. GOP Leaders Doug & Stella Scamman Endorse Gov. John Kasich,"Today lifelong New Hampshire public servants and Republican activists Doug and Stella Scamman announced their endorsement of Ohio Governor John Kasich for President, saying the governor ""stands out as the best among many very good candidates for President and will provide the leadership we need in Washington."" The Scammans will serve as New Hampshire State Co-chairs of Kasich's campaign.""In Congress, as Chair of the Budget Committee, John Kasich led the way in passing a balanced budget, showing he can work with all factions of Washington to accomplish great feats. He knows foreign policy from serving years in Congress. As Governor of Ohio, John Kasich turned an $8 billion budget deficit into a $2 billion dollar surplus while making state government more efficient and delivering better services. When a state like Ohio re-elects their Governor with 64 percent of its vote, one knows that Governor Kasich has done what he is telling us,"" said the Scammans. ""His leadership, his experience with crafting the federal budget, his goal of promoting policy rather than partisanship, telling his story rather than criticizing others, and working to bring all people together rather than divide the nation is what makes John Kasich stand out. Governor Kasich's positive approach is what we need in Washington.""Doug Scamman served 13 terms as a New Hampshire state representative and was elected Speaker of the House three times. Stella Scamman served three terms in the New Hampshire House, was a member of the University System of New Hampshire Board of Trustees for 12 years, and is active with the Seacoast Republican Women. In 2014, the Scammans received the Granite State Award from the University of New Hampshire in recognition of their outstanding contributions to New Hampshire. The Scammans have hosted countless local and national Republican candidates over the years at their Bittersweet Farm in Stratham, including Mitt Romney's announcement for President rally in 2011.""The Scammans are legends in New Hampshire politics and I appreciate their support very much. They will be an important part of our campaign's efforts in the state and critical to our success. I'm very excited about what we're going to be able to do together,"" said Kasich."
John Kasich,R,p,"August 20, 2015",Press Release - Endorsement: Former Iowa House Speaker Brent Siegrist Endorses Gov. John Kasich,"Today, the former Speaker of the Iowa House of Representatives and 18-year legislative veteran Brent Siegrist endorsed Ohio Governor John Kasich for President. Siegrist will serve as an advisor to the governor's campaign effort in Iowa and as part of his leadership team.""As the governor of a very important state, Gov. Kasich understands how to effectively run large operations,"" said Speaker Siegrist, ""And that experience is, in part, what makes him the right person to lead our nation as President. Under his watch, Ohio has been remarkably transformed, as he has turned budget deficits into surpluses, cut taxes more than any sitting governor, reduced the size of state government, and presided over an economy that put more than 350,000 Ohioans back to work. Combined with his 18 years in Congress where he led the effort to balance the federal budget and his decade in the private sector working with job creators across the country, John Kasich is the candidate who is most ready and capable of getting America back on track, and making certain that as our nation does better, every American will benefit.""A former high school teacher, Speaker Siegrist was first elected from Council Bluffs to the Iowa House of Representatives in 1984 and served for 18 years, including seven years as Republican Majority Leader and three years as Speaker.Said Gov. Kasich, ""I am, of course, humbled and thrilled to have the support of an Iowa Republican heavyweight like Speaker Siegrist. We are excited to have him join our team, and he will be a great asset for us both in Iowa and nationally as we continue to make progress in getting our message out to people across the country."""
John Kasich,R,p,"August 22, 2015",Press Release - ICYMI: Peggy Noonan on John Kasich,"ICYMI: Peggy Noonan on John KasichWall Street JournalWe finish with John Kasich, re-elected governor of Ohio last year by 31 points, which speaks, if not of genius, at least of talent. His entrance in the race shook things up in New Hampshire, where a month after his late announcement he went to No. 3 in the polls.What distinguishes him in my mind is that everyone who writes about politics gets phonecalls from presidential candidates, and they're always about big thingsimmigration, spending, regulation, national security. But whenever Mr. Kasich has called, the conversation has gone to the mentally ill young, the drug-addicted and what's happeningon the ground in America. What is he hearing about the heroin epidemic in New Hampshire, where admissions to state-run rehab facilities are dramatically up? ""I talk about it a lot because I know this stuff,"" he said in an interview last week. ""I got involved five years ago, when a group of ladies in southern Ohio came to me with pictures of their sons, athletes, who died of drug overdoses.""He spoke of ""an entire generation that is vulnerable to this because of the casual way we treated prescription drugsthen on to heroin.""His answer? Flood the zone with education, treatment, law enforcement, more programs in the schools"" Nancy Reagan was right, talk about it, air it."" He adds: ""Revive a sense of citizenship. If you see a kid you don't know, walk up to him, say, Please don't ever do drugs.' People say, Why would anyone do that?' I say, To help save your country.'""I don't gather Mr. Kasich is talking about ""compassionate conservatism,"" a generalized increase in various forms of spending, but something else: being alive and responsive to actual crises in American society. ""There's an arithmetic side of this but there's a moral side,"" he said. It costs more to keep drug addicts in prison than to get them ""on their feet and paying taxes."" And ""you don't throw people away. At least I don't.""""Why did conservatives allow themselves to be put in a trap,"" he asks, in which they're afraid to talk about these things? ""I balanced the budget in Ohio, I spent 10 years trying to balance the U.S. budget, I've cut taxes more than any living governor, we have a rocksolid credit rating. And because I care about the mentally ill and drug addicted and those in prison, that's not conservative? I believe that helping people have opportunity is all about conservatism. My mother used to say it's a sin not to help people who need help but equally a sin to continue to help people who need to learn how to help themselves.""Mr. Kasich has an unembarrassed heart.Read more here."
