Candidate,Party,Type,Date,Title,Speech
Scott Walker,R,s,"August 12, 2015","b""Statement by Governor Walker on Hillary Clinton's Top Secret Emails""","b'Madison, Wis.  Following reports that top-secret emails were found on Hillary Clinton\'s private server, Gov. Scott Walker released the below statement.""This is a serious and potentially criminal offense that proves Hillary Clinton put her own personal convenience ahead of the safety and security of the American people. She cannot be trusted to keep America\'s secrets or its citizens safe, and therefore cannot be trusted to be commander in chief.""'"
Scott Walker,R,s,"August 14, 2015","b""Statement by Governor Walker on Secretary John Kerry's Visit to Cuba""","b'Madison, Wis. -- Gov. Scott Walker released the below statement today regarding Secretary of State John Kerry\'s visit to Cuba:""Opening a U.S. embassy in Havana rewards the Castro dictatorship and undermines the Cuban people. Secretary Clinton\'s support for President Obama\'s misguided Cuba policy further demonstrates why she is unfit to be commander-in-chief.""As president, I would not make sweetheart deals with dictators. Instead, I would focus on facilitating greater freedoms for the Cuban people and securing relief for those harmed by the Castro regime\'s oppression.""'"
Scott Walker,R,s,"August 14, 2015","b""Statement by Governor Walker on Hillary Clinton's Latest Hypocritical Lecture""","b'Madison, Wis. - Governor Scott Walker today made the following comment on Hillary Clinton\'s latest attack on him:""While Hillary Clinton was driving college costs up by charging schools exorbitant speaking fees, I was busy freezing tuition for students. In fact, I froze tuition for four years in a row across the University of Wisconsin system. Instead of delivering hypocritical lectures on college affordability, perhaps Hillary Clinton should look to Wisconsin as an example of how to combat skyrocketing college tuition and student debt.""'"
Scott Walker,R,s,"August 19, 2015",b'Statement by Governor Walker on New Iran Deal Revelations',"b'Following news reports that the Obama-Clinton Iran deal includes provisions that permit Iran to inspect its own alleged nuclear weapons sites, Gov. Scott Walker released the below statement:""The more we learn about the Obama-Clinton Iran deal, the worse it gets. Allowing Iran to inspect its own alleged nuclear sites puts trust in a fanatical regime that\'s cheated for decades and hates everything we stand for. This deal, and the secret side agreements that continue to emerge, jeopardize our safety and that of our closest allies. That\'s why I would terminate the disastrous Obama-Clinton Iran deal on my first day as president.""'"
Scott Walker,R,s,"August 20, 2015","b'Statement by Governor Walker Regarding the Anniversary of President Obama\'s ""Red Line"" Comments'","b'Dublin, N.H. -- On the third anniversary of President Obama\'s ""red line"" comments, Gov. Scott Walker released the following statement:""Three years ago today, in a feeble attempt to threaten Syrian dictator Bashar Assad, President Obama made his infamous red line\' comment. Assad subsequently ignored the president\'s hollow warning  along with a similar threat from Secretary Clinton  and he used chemical weapons to murder his own people. President Obama\'s meek response to this atrocity sent a devastatingly clear message of weakness to our enemies: you will not pay a price for defying our commander-in-chief. We need new leadershipleadership that will restore American credibility in the world.""'"
Scott Walker,R,s,"August 24, 2015","b""Statement by Governor Walker on the Anniversary of Ukraine's Independence""","b'Greenville, S.C. -- In recognition of the 24th anniversary of Ukraine\'s independence, Gov. Scott Walker released the below statement. ""After 24 years of independence, I want to pledge unwavering support for an independent, sovereign and Democratic Ukraine. Unfortunately, after unchecked Russian aggression and a lack of leadership under the Obama-Clinton foreign policy, Ukraine\'s future remains unclear. Last week, Russian-backed separatists shelled civilians in eastern Ukraine, and rebel leaders declared they were preparing for a full-fledged war. As I said during the first debate earlier this month, America must provide Ukraine with the lethal military assistance needed to defend itself against Vladimir Putin\'s power grab in the region."" '"
Scott Walker,R,s,"August 24, 2015","b""Statement by Governor Walker: Cancel Chinese President's State Visit to U.S.""","b'Spartanburg, S.C.  Ahead of Chinese President Xi Jinping\'s state visit to the U.S. next month, Gov. Scott Walker released the below statement.""Americans are struggling to cope with the fall in today\'s markets driven in part by China\'s slowing economy and the fact that they actively manipulate their economy. Rather than honoring Chinese President Xi Jinping with an official state visit next month, President Obama should focus on holding China accountable over its increasing attempts to undermine U.S. interests. Given China\'s massive cyberattacks against America, its militarization of the South China Sea, continued state interference with its economy, and persistent persecution of Christians and human rights activists, President Obama needs to cancel the state visit. There\'s serious work to be done rather than pomp and circumstance. We need to see some backbone from President Obama on U.S.-China relations.""'"
Scott Walker,R,s,"August 29, 2015",b'Statement by Governor Walker on the Fourth Anniversary of the Arrest of Marine Veteran Amir Hekmati',"b'Charlotte, N.C. -- Today on the fourth anniversary of Iran\'s arrest of Marine veteran Amir Hekmati, Governor Scott Walker released the below statement:""Four years ago, Iranian agents arrested Marine veteran Amir Hekmati on bogus charges, and he remains in an Iranian prison to this day. As I heard when I met with Amir\'s family, the Iranians have since tortured him and forced him to endure solitary confinement and psychological suffering. It\'s shameful that President Obama and Hillary Clinton have ignored Amir\'s plight, while making repeated concessions to Iran in order to secure their dangerous nuclear deal. ""Ensuring Americans\' safety is a president\'s number one priority. That\'s why as commander in chief, I would terminate the bad Iran nuclear deal on day one and turn up the pressure on the regime to release Amir and the other innocent American hostages held in Iran.""'"
Scott Walker,R,s,"September 7, 2015",b'Statement by Governor Walker Responding to President Obama on Labor Day',"b'Rochester, N.H.'"
Scott Walker,R,s,"September 9, 2015","b""Statement by Governor Walker in Response to Hillary Clinton's Foreign Policy Attacks""","b'Madison, Wis.  After being attacked this morning by Hillary Clinton for his positions on the Iran nuclear deal and ISIS, Gov. Scott Walker released the following statement: ""Hillary Clinton\'s legacy as secretary of state is that every country she touched is more messed up than the day she and President Obama took office. The bad Iran deal she supports and is fighting to keep in place gives the Iranian regime a nuclear program with an American stamp of approval and billions of dollars to fund terrorism. It will make the world more dangerous and Iran more powerful. While Hillary Clinton tries to spin her failed record as secretary of state, I\'m focused on tackling America\'s foreign policy challenges and leading on Day One to ensure America can actually defeat  not ignore  radical Islamic terrorism.""'"
Scott Walker,R,s,"September 11, 2015",b'Statement by Governor Walker on the 14th Anniversary of the Sept. 11 Terrorist Attacks',"b'Milwaukee, Wis. -- Today, Gov. Scott Walker released the following statement on the 14th Anniversary of the Sept. 11 terrorist attacks.""On this 14th anniversary of September 11, 2001, we remember with sadness the tragic events that forever altered our lives. On that terrible day, radical Islamic terrorists unleashed unimaginable horror against our country, ending nearly 3,000 innocent lives. As we honor the victims and keep their families in our thoughts and prayers, we cannot forget the bravery of the hundreds of first responders who sacrificed their lives while trying to save others. Today and every day, our hearts are filled with the strength and spirit of a nation that rose out of the rubble united, unintimidated, and undeterred from celebrating our uniquely American values of freedom, liberty, and opportunity for all. May we never take these values for granted and always remain vigilant in America\'s defense."" '"
Scott Walker,R,s,"September 11, 2015",b'Statement by Governor Walker on the Three-Year Anniversary of the Benghazi Terrorist Attack',"b'Milwaukee, Wis. -- Gov. Scott Walker issued the following statement on the three-year anniversary of the attack on the American consulate in Benghazi, Libya. ""On this day we honor the memory of Ambassador Christopher Stevens, Sean Smith, Tyrone Woods, and Glen Doherty  four brave Americans whose service we will never forget. We mourn their loss and keep their families in our thoughts and prayers. As we mark the anniversary of yet another deadly, coordinated attack on Americans by radical Islamists, it serves as a painful reminder of what\'s at stake in the battle against radical Islamic terrorism and the vital importance of remaining steadfast in this fight. Until we prevail in this struggle, we must always remain vigilant.""'"
